"","INDEX","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","TARGET_FLAG","TARGET_AMT"
"1115",5433,NA,0,45,0,12,"$73,473","No","$251,927","Yes","z_F","Bachelors","z_Blue Collar",32,"Commercial","$10,710",8,"z_SUV","no","$0",0,"No",0,9,"Highly Urban/ Urban","NO",0
"1116",5437,NA,0,48,0,8,"$146,434","No","$381,639","z_No","M","Masters","Professional",27,"Private","$44,050",4,"Minivan","no","$0",0,"No",0,21,"z_Highly Rural/ Rural","NO",0
"1117",5440,NA,0,43,2,14,"$92,731","Yes","$274,126","z_No","z_F","Masters","Lawyer",18,"Private","$18,730",4,"z_SUV","no","$1,558",3,"No",0,12,"Highly Urban/ Urban","NO",0
"1118",5442,NA,0,34,1,0,"$0","Yes","$0","z_No","M","z_High School","Student",32,"Commercial","$11,910",4,"Pickup","no","$2,361",3,"No",4,1,"Highly Urban/ Urban","YES",3664.061114378
"1119",5445,NA,0,40,0,11,"$59,822","No","$171,876","Yes","z_F","z_High School","z_Blue Collar",51,"Commercial","$18,110",1,"Minivan","no","$7,769",3,"No",4,1,"Highly Urban/ Urban","YES",2745.39722616562
"1120",5449,NA,0,54,0,9,"$3,032","No","$96,814","Yes","z_F","PhD","Doctor",51,"Private","$6,900",6,"z_SUV","no","$0",0,"No",1,16,"Highly Urban/ Urban","NO",0
"1121",5452,NA,0,37,1,0,"$0","No","$0","Yes","z_F","z_High School","Student",29,"Private","$5,200",1,"z_SUV","no","$0",0,"No",1,6,"Highly Urban/ Urban","YES",1159.65258513264
"1122",5460,NA,0,48,0,12,"$144,922","No","$0","z_No","M","Masters","",31,"Commercial","$6,300",1,"Pickup","no","$0",0,"Yes",0,20,"Highly Urban/ Urban","NO",0
"1123",5461,NA,1,41,2,0,"$0","No","$0","Yes","M","<High School","Student",18,"Private","$1,500",11,"Minivan","yes","$0",0,"No",1,8,"z_Highly Rural/ Rural","NO",0
"1124",5465,NA,0,33,3,13,"$34,200","Yes","$0","z_No","M","z_High School","Manager",5,"Private","$23,460",11,"Minivan","no","$4,675",3,"No",1,1,"Highly Urban/ Urban","NO",0
"1125",5467,NA,0,57,0,18,"$136,210","No","$407,853","Yes","z_F","Bachelors","Manager",38,"Private","$3,080",9,"z_SUV","no","$8,982",2,"No",2,11,"Highly Urban/ Urban","NO",0
"1126",5471,NA,1,44,3,16,"$119,998","No","$331,683","Yes","M","PhD","",34,"Commercial","$5,900",10,"Pickup","yes","$0",0,"No",2,11,"Highly Urban/ Urban","NO",0
"1127",5474,NA,0,33,2,11,"$21,460","Yes","$0","z_No","M","Bachelors","Student",10,"Commercial","$27,960",6,"Panel Truck","yes","$2,706",3,"No",7,1,"Highly Urban/ Urban","YES",4827.50417842241
"1128",5475,NA,0,41,0,12,"$135,103","No","$321,449","Yes","M","PhD","Lawyer",47,"Private","$15,720",14,"Minivan","no","$0",0,"No",0,19,"Highly Urban/ Urban","NO",0
"1129",5480,NA,0,44,3,12,"$69,620","No","$239,561","Yes","M","Masters","Manager",37,"Private","$12,860",7,"Minivan","yes","$0",0,"No",1,15,"Highly Urban/ Urban","NO",0
"1130",5481,NA,0,48,0,13,"$36,835","No","$167,142","Yes","M","z_High School","z_Blue Collar",20,"Commercial","$17,360",6,"Minivan","no","$32,434",2,"No",2,10,"Highly Urban/ Urban","NO",0
"1131",5484,NA,0,45,2,8,"$32,097","No","","Yes","z_F","PhD","Manager",19,"Private","$9,210",1,"z_SUV","no","$0",0,"No",0,14,"Highly Urban/ Urban","NO",0
"1132",5494,NA,0,41,0,0,"$0","No","$0","z_No","M","Bachelors","Student",28,"Commercial","$24,450",6,"Panel Truck","yes","$4,033",1,"No",1,NA,"z_Highly Rural/ Rural","NO",0
"1133",5495,NA,0,37,0,7,"$61,790","No","$0","z_No","M","z_High School","z_Blue Collar",32,"Commercial","$13,700",4,"Minivan","no","$7,373",3,"Yes",2,7,"Highly Urban/ Urban","YES",3081.79705095315
"1134",5497,NA,1,42,1,14,"$52,141","No","$152,990","Yes","z_F","z_High School","z_Blue Collar",38,"Commercial","$10,820",13,"z_SUV","no","$0",0,"No",0,9,"z_Highly Rural/ Rural","NO",0
"1135",5499,NA,0,58,0,8,"$77,297","No","$280,067","z_No","M","Bachelors","z_Blue Collar",5,"Commercial","$7,300",4,"Pickup","no","$3,075",4,"No",5,1,"Highly Urban/ Urban","YES",3598.54429842664
"1136",5507,NA,0,40,0,10,"$27,073","No","$126,366","Yes","M","<High School","z_Blue Collar",38,"Commercial","$24,870",4,"Panel Truck","yes","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1137",5510,NA,0,51,0,11,"$48,333","No","$147,634","z_No","z_F","z_High School","z_Blue Collar",40,"Commercial","$11,430",4,"z_SUV","no","$0",0,"No",1,1,"z_Highly Rural/ Rural","NO",0
"1138",5515,NA,0,46,0,13,"$14,193","No","$0","Yes","z_F","z_High School","Student",40,"Commercial","$2,920",1,"z_SUV","no","$0",0,"No",4,8,"z_Highly Rural/ Rural","NO",0
"1139",5516,NA,0,60,0,15,"$63,192","No","$254,621","Yes","M","PhD","Lawyer",12,"Private","$13,820",6,"Minivan","yes","$7,575",2,"No",0,16,"Highly Urban/ Urban","NO",0
"1140",5517,NA,0,36,0,12,"$103,138","No","$290,185","z_No","M","PhD","Lawyer",35,"Private","$17,960",1,"Van","yes","$0",0,"No",3,20,"Highly Urban/ Urban","NO",0
"1141",5524,NA,0,53,0,11,"$168,419","No","$0","z_No","M","PhD","Lawyer",17,"Private","$15,340",6,"Minivan","no","$0",0,"No",0,15,"Highly Urban/ Urban","NO",0
"1142",5530,NA,0,33,1,10,"$34,192","Yes","$0","z_No","z_F","z_High School","z_Blue Collar",22,"Commercial","$13,670",1,"z_SUV","no","$0",0,"No",0,7,"z_Highly Rural/ Rural","NO",0
"1143",5534,NA,0,30,3,12,"$31,806","No","$140,927","Yes","z_F","z_High School","Home Maker",34,"Private","$14,720",1,"z_SUV","no","$0",0,"No",3,NA,"Highly Urban/ Urban","NO",0
"1144",5543,NA,0,57,0,9,"$26,222","No","$165,896","Yes","M","<High School","Clerical",73,"Commercial","$23,720",11,"Panel Truck","yes","$4,006",1,"No",0,1,"Highly Urban/ Urban","NO",0
"1145",5545,NA,0,56,0,14,"$22,881","No","$174,663","Yes","M","z_High School","z_Blue Collar",19,"Commercial","$7,100",1,"Pickup","yes","$995",3,"No",3,1,"Highly Urban/ Urban","YES",2417.31697514587
"1146",5558,NA,0,64,0,NA,"$185,586","No","$0","z_No","z_F","PhD","Manager",30,"Private","$43,090",1,"Pickup","no","$3,475",1,"No",1,10,"Highly Urban/ Urban","NO",0
"1147",5562,NA,0,44,1,16,"$89,888","Yes","$302,923","z_No","M","Bachelors","Professional",13,"Commercial","$24,420",10,"Panel Truck","yes","$0",0,"No",0,8,"Highly Urban/ Urban","NO",0
"1148",5573,NA,0,30,5,0,"$0","No","$0","Yes","M","z_High School","Student",6,"Commercial","$16,810",1,"Van","no","$1,975",3,"No",8,1,"Highly Urban/ Urban","YES",5447.30021757901
"1149",5581,NA,1,62,1,15,"$60,216","No","$227,488","Yes","z_F","z_High School","z_Blue Collar",49,"Commercial","$20,490",9,"z_SUV","no","$0",0,"Yes",0,7,"z_Highly Rural/ Rural","NO",0
"1150",5583,NA,0,45,0,11,"$53,556","No","$167,505","Yes","M","<High School","z_Blue Collar",63,"Commercial","$19,050",4,"Van","yes","$0",0,"No",3,1,"Highly Urban/ Urban","NO",0
"1151",5587,NA,0,44,0,10,"$63,426","No","$209,773","z_No","M","z_High School","z_Blue Collar",26,"Commercial","$2,330",13,"Minivan","yes","$0",0,"Yes",0,1,"Highly Urban/ Urban","YES",1901.48189658994
"1152",5589,NA,0,31,1,14,"$86,794","Yes","$0","z_No","z_F","Bachelors","z_Blue Collar",55,"Commercial","$19,910",4,"z_SUV","no","$4,156",1,"Yes",2,8,"Highly Urban/ Urban","YES",3800.99443441838
"1153",5591,NA,0,46,0,10,"$121,840","No","$326,187","z_No","z_F","Masters","Lawyer",31,"Private","$29,300",3,"Sports Car","no","$0",0,"No",1,NA,"Highly Urban/ Urban","NO",0
"1154",5596,NA,0,65,0,14,"","No","$231,739","Yes","z_F","Masters","Lawyer",45,"Private","$13,350",6,"Sports Car","no","$5,906",2,"No",4,9,"Highly Urban/ Urban","NO",0
"1155",5606,NA,0,46,0,0,"$0","No","$0","z_No","M","z_High School","Student",32,"Commercial","$9,200",3,"Pickup","no","$11,583",3,"No",3,1,"Highly Urban/ Urban","YES",2690.86759733151
"1156",5608,NA,0,42,1,7,"$75,626","Yes","$246,952","z_No","M","Bachelors","Professional",35,"Private","$13,260",6,"Minivan","yes","$5,754",5,"No",0,8,"Highly Urban/ Urban","NO",0
"1157",5611,NA,0,24,1,7,"$51,505","No","$201,604","Yes","z_F","Masters","Manager",5,"Private","$8,210",10,"z_SUV","no","$8,401",1,"No",0,16,"Highly Urban/ Urban","NO",0
"1158",5612,NA,0,54,0,NA,"$40,355","No","$188,388","Yes","M","Masters","",42,"Private","$17,460",1,"Van","yes","$2,629",3,"No",1,9,"Highly Urban/ Urban","NO",0
"1159",5614,NA,0,45,0,7,"$18,503","No","$0","z_No","M","<High School","z_Blue Collar",23,"Private","$3,350",6,"Minivan","yes","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1160",5620,NA,0,51,0,15,"$108,237","No","$305,752","Yes","z_F","Bachelors","Manager",27,"Private","$25,840",4,"Minivan","no","$0",0,"No",2,11,"Highly Urban/ Urban","NO",0
"1161",5623,NA,0,38,0,0,"$0","No","$0","Yes","z_F","<High School","Student",22,"Private","$17,680",10,"Minivan","no","$0",0,"No",0,9,"Highly Urban/ Urban","NO",0
"1162",5624,NA,0,49,0,14,"$45,321","No","$191,423","Yes","M","Masters","Manager",33,"Private","$20,120",1,"Minivan","no","$5,996",3,"No",4,13,"Highly Urban/ Urban","NO",0
"1163",5626,NA,0,51,0,13,"$63,150","No","$190,671","Yes","z_F","Bachelors","Manager",57,"Private","$9,270",1,"z_SUV","no","$6,662",1,"No",5,12,"Highly Urban/ Urban","NO",0
"1164",5633,NA,0,67,0,13,"$94,046","No","$0","z_No","z_F","PhD","Doctor",5,"Private","$17,600",1,"Sports Car","no","$0",0,"No",3,14,"Highly Urban/ Urban","NO",0
"1165",5635,NA,0,61,0,5,"$102,203","No","$306,677","z_No","z_F","Bachelors","Manager",23,"Private","$17,820",10,"z_SUV","no","$0",0,"No",0,10,"Highly Urban/ Urban","NO",0
"1166",5640,NA,0,54,0,6,"$43,946","No","$0","z_No","z_F","PhD","Doctor",54,"Private","$16,320",1,"Pickup","no","$0",0,"Yes",2,14,"Highly Urban/ Urban","NO",0
"1167",5643,NA,0,50,0,8,"$82,493","No","$244,793","z_No","z_F","PhD","Doctor",36,"Private","$34,440",1,"Pickup","no","$0",0,"No",0,7,"Highly Urban/ Urban","NO",0
"1168",5644,NA,0,47,0,8,"$59,135","No","$197,231","z_No","z_F","z_High School","z_Blue Collar",9,"Commercial","$6,200",7,"Sports Car","no","$0",0,"No",0,10,"Highly Urban/ Urban","NO",0
"1169",5653,NA,0,38,2,10,"$35,311","No","$179,004","Yes","M","z_High School","z_Blue Collar",35,"Commercial","$19,510",11,"Van","yes","$956",2,"No",0,10,"Highly Urban/ Urban","NO",0
"1170",5663,NA,0,41,0,11,"$23,250","No","$158,854","Yes","z_F","<High School","z_Blue Collar",23,"Private","$14,020",6,"Sports Car","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1171",5664,NA,0,47,0,0,"$0","No","$0","z_No","M","<High School","Student",25,"Private","$6,200",9,"Pickup","no","$25,973",1,"Yes",0,5,"Highly Urban/ Urban","YES",1759.59594855326
"1172",5667,NA,0,48,0,8,"$54,834","No","","Yes","M","z_High School","z_Blue Collar",21,"Commercial","$20,970",4,"Van","no","$639",3,"No",3,1,"Highly Urban/ Urban","NO",0
"1173",5671,NA,0,47,0,7,"$21,517","No","$130,812","Yes","M","z_High School","Clerical",12,"Commercial","$8,350",10,"Pickup","no","$7,143",2,"No",7,1,"Highly Urban/ Urban","YES",3136.84167398427
"1174",5673,NA,0,47,0,13,"$45,431","No","$192,184","Yes","M","<High School","z_Blue Collar",45,"Commercial","$16,780",4,"Van","no","$3,809",2,"No",5,1,"Highly Urban/ Urban","YES",3714.61853509803
"1175",5676,NA,0,41,0,14,"$173,691","No","$428,992","Yes","z_F","PhD","Manager",18,"Commercial","$33,440",6,"Pickup","no","$3,189",1,"No",0,16,"Highly Urban/ Urban","NO",0
"1176",5678,NA,0,42,0,5,"$13,373","No","$0","Yes","z_F","Bachelors","Student",5,"Commercial","$29,730",10,"Pickup","no","$0",0,"No",0,12,"Highly Urban/ Urban","NO",0
"1177",5698,NA,0,44,0,12,"","No","$271,926","Yes","M","Bachelors","z_Blue Collar",33,"Commercial","$20,760",1,"Minivan","no","$0",0,"Yes",0,10,"Highly Urban/ Urban","NO",0
"1178",5700,NA,0,34,3,11,"$159,559","No","$387,220","Yes","M","Masters","Manager",54,"Private","$42,560",4,"Minivan","no","$0",0,"No",0,21,"Highly Urban/ Urban","NO",0
"1179",5705,NA,0,51,0,0,"$0","No","$0","z_No","z_F","z_High School","Home Maker",5,"Private","$16,760",6,"z_SUV","no","$0",0,"No",1,4,"Highly Urban/ Urban","NO",0
"1180",5706,NA,0,50,0,NA,"$0","No","$0","z_No","z_F","<High School","Student",48,"Private","$6,500",1,"Sports Car","no","$0",0,"No",6,4,"Highly Urban/ Urban","YES",2472.80638134376
"1181",5711,NA,0,48,0,12,"$106,409","No","","Yes","z_F","Bachelors","Professional",25,"Private","$18,900",17,"z_SUV","no","$0",0,"No",1,8,"Highly Urban/ Urban","NO",0
"1182",5712,NA,0,38,0,0,"$0","No","$0","Yes","z_F","Bachelors","Student",29,"Commercial","$5,300",1,"Sports Car","no","$8,080",1,"Yes",5,11,"Highly Urban/ Urban","YES",3447.39625392506
"1183",5716,NA,0,50,0,11,"$54,344","No","$0","z_No","M","Bachelors","Manager",50,"Private","$1,500",1,"Minivan","yes","$3,850",1,"No",1,10,"Highly Urban/ Urban","NO",0
"1184",5719,NA,0,38,0,9,"$156,060","No","$381,438","Yes","M","Bachelors","z_Blue Collar",29,"Commercial","$25,230",1,"Panel Truck","yes","$8,207",1,"No",7,9,"Highly Urban/ Urban","NO",0
"1185",5725,NA,0,32,1,9,"$89,286","Yes","$0","z_No","z_F","z_High School","z_Blue Collar",37,"Commercial","$4,700",6,"Sports Car","no","$0",0,"Yes",1,9,"Highly Urban/ Urban","YES",2881.62482055953
"1186",5728,NA,0,44,2,11,"$242,731","No","","Yes","z_F","PhD","Doctor",37,"Private","$18,490",7,"z_SUV","no","$0",0,"No",2,17,"Highly Urban/ Urban","NO",0
"1187",5734,NA,0,60,3,17,"$6,104","No","$0","Yes","z_F","Bachelors","Student",31,"Commercial","$8,540",1,"z_SUV","no","$0",0,"No",0,7,"z_Highly Rural/ Rural","NO",0
"1188",5735,NA,1,43,2,12,"$23,996","No","$150,242","Yes","z_F","<High School","Home Maker",47,"Private","$7,100",6,"Sports Car","no","$0",0,"No",0,7,"z_Highly Rural/ Rural","NO",0
"1189",5743,NA,0,41,0,14,"","No","$320,228","Yes","M","Masters","",35,"Commercial","$17,160",13,"Van","yes","$2,269",3,"No",1,1,"Highly Urban/ Urban","NO",0
"1190",5754,NA,0,50,0,NA,"$22,254","No","$127,571","Yes","z_F","<High School","z_Blue Collar",56,"Private","$17,420",10,"z_SUV","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1191",5755,NA,0,46,0,7,"$82,149","No","$0","z_No","M","Bachelors","z_Blue Collar",19,"Commercial","$19,980",7,"Van","yes","$8,054",2,"No",0,10,"Highly Urban/ Urban","NO",0
"1192",5756,NA,0,50,0,12,"$58,643","No","$212,459","Yes","z_F","Bachelors","Professional",33,"Private","$20,680",15,"Sports Car","no","$0",0,"No",2,8,"Highly Urban/ Urban","NO",0
"1193",5766,NA,0,48,0,6,"","No","$306,956","Yes","z_F","Masters","Manager",39,"Private","$27,530",4,"Minivan","no","$0",0,"No",0,20,"Highly Urban/ Urban","NO",0
"1194",5770,NA,0,43,0,6,"$86,530","No","$0","z_No","z_F","Bachelors","z_Blue Collar",54,"Commercial","$15,490",6,"Sports Car","no","$2,441",2,"No",0,13,"Highly Urban/ Urban","NO",0
"1195",5774,NA,0,39,0,10,"$70,436","No","$0","z_No","M","Masters","Professional",52,"Private","$12,480",1,"Minivan","no","$0",0,"No",0,14,"Highly Urban/ Urban","NO",0
"1196",5775,NA,0,37,0,11,"$39,777","No","$123,004","z_No","z_F","<High School","z_Blue Collar",5,"Private","$13,670",4,"z_SUV","no","$0",0,"No",0,8,"z_Highly Rural/ Rural","NO",0
"1197",5776,NA,0,40,2,15,"$175,263","No","$447,360","Yes","z_F","Bachelors","Professional",37,"Commercial","$34,390",1,"Van","no","$0",0,"No",0,9,"Highly Urban/ Urban","NO",0
"1198",5778,NA,0,49,0,11,"$29,016","No","$0","z_No","z_F","<High School","z_Blue Collar",25,"Private","$16,390",10,"z_SUV","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1199",5786,NA,0,54,0,0,"$0","No","$0","z_No","z_F","z_High School","Student",38,"Commercial","$7,180",6,"Sports Car","no","$19,036",2,"Yes",4,5,"z_Highly Rural/ Rural","NO",0
"1200",5787,NA,0,53,0,13,"$35,516","No","$0","z_No","z_F","z_High School","Clerical",21,"Private","$21,770",7,"Minivan","no","$1,105",2,"No",6,1,"Highly Urban/ Urban","NO",0
"1201",5791,NA,0,39,0,NA,"$0","No","$80,529","Yes","M","Bachelors","Home Maker",52,"Private","$18,420",6,"Minivan","yes","$8,698",1,"No",4,7,"Highly Urban/ Urban","NO",0
"1202",5794,NA,0,35,1,12,"$8,701","No","$80,364","Yes","M","Masters","Professional",28,"Private","$6,050",10,"Pickup","yes","$23,176",1,"No",6,17,"Highly Urban/ Urban","NO",0
"1203",5803,NA,0,54,0,16,"$63,195","No","$211,882","Yes","z_F","Bachelors","z_Blue Collar",29,"Commercial","$11,440",7,"z_SUV","no","$0",0,"No",0,2,"Highly Urban/ Urban","NO",0
"1204",5804,NA,0,49,0,13,"$7,784","No","$98,722","Yes","z_F","<High School","Clerical",50,"Private","$13,160",5,"Minivan","yes","$1,943",3,"No",0,7,"Highly Urban/ Urban","NO",0
"1205",5808,NA,0,55,0,12,"$8,088","No","$0","Yes","z_F","z_High School","Student",16,"Commercial","$7,810",4,"z_SUV","no","$0",0,"Yes",2,1,"z_Highly Rural/ Rural","NO",0
"1206",5810,NA,1,38,2,14,"$8,117","No","$99,799","Yes","M","<High School","Clerical",22,"Private","$6,110",13,"Minivan","yes","$0",0,"No",2,7,"z_Highly Rural/ Rural","NO",0
"1207",5813,NA,0,36,2,12,"$24,612","No","","Yes","z_F","Bachelors","Clerical",36,"Private","$6,580",1,"Sports Car","no","$21,939",2,"Yes",1,8,"Highly Urban/ Urban","YES",1964.86225082012
"1208",5828,NA,2,45,3,10,"$64,015","Yes","$0","z_No","M","z_High School","z_Blue Collar",36,"Commercial","$12,400",6,"Minivan","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1209",5839,NA,1,40,2,9,"$214,199","Yes","$539,729","z_No","z_F","PhD","Doctor",48,"Private","$31,980",1,"Minivan","no","$30,986",2,"Yes",0,17,"Highly Urban/ Urban","YES",2346.41294617027
"1210",5842,NA,0,43,0,10,"$97,953","No","$0","z_No","M","Bachelors","z_Blue Collar",43,"Commercial","$13,080",1,"Minivan","no","$6,748",3,"No",0,NA,"Highly Urban/ Urban","YES",2306.51477401858
"1211",5843,NA,0,35,0,12,"$78,021","No","$223,694","Yes","z_F","Bachelors","Manager",7,"Private","$12,800",10,"z_SUV","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1212",5844,NA,0,52,0,15,"$58,869","No","$173,894","Yes","M","Bachelors","Professional",8,"Private","$7,390",3,"Pickup","no","$2,799",2,"No",7,9,"Highly Urban/ Urban","NO",0
"1213",5847,NA,0,39,2,12,"$71,486","Yes","$0","z_No","M","Masters","",37,"Commercial","$26,380",8,"Panel Truck","yes","$4,718",2,"No",6,14,"Highly Urban/ Urban","YES",3539.1049840503
"1214",5851,NA,0,46,0,7,"$38,786","No","$150,824","z_No","M","Bachelors","z_Blue Collar",9,"Commercial","$10,580",9,"Minivan","yes","$0",0,"No",2,7,"z_Highly Rural/ Rural","NO",0
"1215",5854,NA,0,40,0,11,"$119,244","No","$349,833","z_No","z_F","Bachelors","z_Blue Collar",23,"Commercial","$29,930",4,"Sports Car","no","$0",0,"No",6,1,"z_Highly Rural/ Rural","NO",0
"1216",5857,NA,0,39,0,11,"$90,635","No","$251,424","Yes","M","Bachelors","z_Blue Collar",18,"Commercial","$5,400",1,"Minivan","no","$0",0,"No",1,9,"z_Highly Rural/ Rural","NO",0
"1217",5866,NA,0,41,2,16,"$35,636","No","$150,462","Yes","z_F","z_High School","Clerical",42,"Private","$15,120",6,"Sports Car","no","$5,358",1,"No",7,1,"Highly Urban/ Urban","NO",0
"1218",5874,NA,0,50,0,14,"$78,510","No","$232,988","Yes","z_F","<High School","Clerical",64,"Private","$1,500",6,"Sports Car","no","$0",0,"No",0,3,"Highly Urban/ Urban","NO",0
"1219",5886,NA,0,36,3,12,"$17,663","Yes","$134,466","z_No","z_F","z_High School","Home Maker",61,"Private","$20,020",4,"z_SUV","no","$0",0,"No",0,6,"z_Highly Rural/ Rural","NO",0
"1220",5895,NA,0,53,0,7,"$34,730","No","$169,666","Yes","z_F","z_High School","Professional",5,"Private","$10,270",15,"z_SUV","no","$0",0,"No",1,NA,"Highly Urban/ Urban","NO",0
"1221",5897,NA,0,56,0,9,"$67,620","No","$245,585","Yes","z_F","Masters","Lawyer",24,"Private","$20,500",25,"z_SUV","no","$0",0,"No",0,17,"Highly Urban/ Urban","NO",0
"1222",5898,NA,0,46,0,8,"$51,822","No","$174,401","Yes","z_F","z_High School","z_Blue Collar",30,"Private","$7,870",1,"z_SUV","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1223",5900,NA,0,20,0,10,"$38,681","No","$0","z_No","z_F","Bachelors","Professional",64,"Private","$17,010",9,"z_SUV","yes","$30,646",1,"Yes",10,10,"Highly Urban/ Urban","YES",5761.85730837023
"1224",5902,NA,1,39,1,0,"$0","No","$64,780","Yes","M","z_High School","Home Maker",19,"Private","$22,050",1,"Minivan","yes","$2,969",1,"No",2,1,"Highly Urban/ Urban","YES",2314.37609503586
"1225",5908,NA,0,38,0,10,"","No","$0","z_No","z_F","z_High School","Clerical",29,"Private","$11,310",1,"z_SUV","no","$0",0,"Yes",1,1,"Highly Urban/ Urban","NO",0
"1226",5909,NA,0,58,0,15,"$3,256","No","$122,217","Yes","z_F","<High School","Home Maker",60,"Private","$18,400",1,"Minivan","no","$0",0,"No",1,1,"z_Highly Rural/ Rural","NO",0
"1227",5912,NA,0,55,0,12,"$63,376","No","$225,111","Yes","z_F","Bachelors","z_Blue Collar",25,"Commercial","$13,340",7,"z_SUV","no","$0",0,"No",2,14,"z_Highly Rural/ Rural","NO",0
"1228",5913,NA,0,51,0,7,"$70,195","No","$269,925","Yes","M","Bachelors","Manager",71,"Private","$18,950",10,"Van","no","$0",0,"No",2,8,"Highly Urban/ Urban","NO",0
"1229",5917,NA,0,38,0,9,"$34,648","No","$0","z_No","M","z_High School","z_Blue Collar",47,"Commercial","$10,760",1,"Pickup","no","$0",0,"Yes",2,1,"z_Highly Rural/ Rural","NO",0
"1230",5918,NA,0,29,2,11,"$47,621","Yes","$196,036","z_No","z_F","z_High School","z_Blue Collar",26,"Commercial","$17,130",9,"Minivan","no","$5,584",3,"No",6,1,"Highly Urban/ Urban","YES",3819.37187914033
"1231",5921,NA,0,43,2,9,"$159,443","No","$423,784","Yes","M","Bachelors","Professional",20,"Private","$21,740",3,"Van","yes","$4,538",1,"No",3,5,"Highly Urban/ Urban","NO",0
"1232",5931,NA,0,48,0,0,"$0","No","$127,576","Yes","z_F","z_High School","Home Maker",30,"Private","$6,300",4,"z_SUV","no","$0",0,"No",0,9,"Highly Urban/ Urban","NO",0
"1233",5942,NA,0,44,0,12,"$6,591","No","$65,192","z_No","z_F","<High School","Home Maker",33,"Private","$2,160",9,"z_SUV","no","$0",0,"No",2,1,"Highly Urban/ Urban","NO",0
"1234",5943,NA,0,47,0,12,"$101,498","No","$0","z_No","M","Masters","Professional",51,"Commercial","$11,770",10,"Pickup","yes","$21,063",1,"Yes",6,12,"Highly Urban/ Urban","YES",3061.18057542233
"1235",5950,NA,0,50,0,11,"$134,152","No","$0","z_No","M","PhD","Doctor",5,"Private","$29,550",10,"Minivan","yes","$0",0,"No",1,11,"Highly Urban/ Urban","NO",0
"1236",5954,NA,0,39,0,12,"$44,738","No","$217,422","Yes","z_F","Bachelors","Clerical",26,"Private","$29,640",6,"Minivan","no","$0",0,"No",3,10,"z_Highly Rural/ Rural","NO",0
"1237",5983,NA,0,49,0,6,"$173,894","No","$423,673","Yes","z_F","PhD","Doctor",8,"Private","$23,790",6,"Minivan","no","$0",0,"No",3,15,"Highly Urban/ Urban","NO",0
"1238",5995,NA,0,19,0,6,"$5,336","No","$0","z_No","z_F","z_High School","Clerical",26,"Private","$11,650",6,"Sports Car","yes","$1,845",2,"No",7,1,"Highly Urban/ Urban","YES",4906.03979421256
"1239",6002,NA,0,45,1,8,"$47,389","Yes","$204,888","z_No","z_F","Bachelors","Home Maker",23,"Private","$26,730",20,"Pickup","no","$0",0,"No",2,9,"Highly Urban/ Urban","NO",0
"1240",6005,NA,0,38,2,10,"$23,536","No","$98,782","Yes","z_F","z_High School","Home Maker",84,"Private","$10,430",10,"z_SUV","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1241",6009,NA,0,56,0,12,"$25,891","No","$127,035","Yes","z_F","Bachelors","Home Maker",42,"Private","$19,280",6,"z_SUV","no","$35,012",3,"Yes",0,1,"Highly Urban/ Urban","NO",0
"1242",6011,NA,0,59,0,9,"$28,818","No","$153,289","Yes","z_F","Bachelors","Home Maker",6,"Private","$29,230",6,"Pickup","no","$0",0,"No",1,1,"z_Highly Rural/ Rural","NO",0
"1243",6012,NA,0,31,0,11,"$86,264","No","$0","z_No","M","Masters","Professional",32,"Private","$14,930",1,"Minivan","no","$0",0,"No",0,18,"z_Highly Rural/ Rural","NO",0
"1244",6019,NA,0,51,0,11,"$93,785","No","$287,311","Yes","z_F","Masters","Lawyer",31,"Private","$6,600",1,"z_SUV","no","$1,230",3,"No",1,12,"Highly Urban/ Urban","NO",0
"1245",6021,NA,0,40,2,14,"$140,171","No","$352,820","Yes","M","z_High School","Manager",16,"Private","$5,600",4,"Pickup","yes","$5,735",1,"No",8,6,"Highly Urban/ Urban","NO",0
"1246",6029,NA,0,49,0,11,"$39,220","No","$201,872","z_No","z_F","<High School","z_Blue Collar",34,"Commercial","$16,430",10,"z_SUV","no","$5,161",1,"No",11,7,"Highly Urban/ Urban","YES",4597.15801527034
"1247",6036,NA,0,50,0,12,"$45,215","No","$0","z_No","z_F","z_High School","z_Blue Collar",33,"Commercial","$26,460",6,"Minivan","no","$0",0,"No",4,13,"Highly Urban/ Urban","NO",0
"1248",6037,NA,0,39,0,14,"$93,077","No","$244,764","Yes","M","Bachelors","Professional",29,"Private","$14,710",1,"Minivan","yes","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
