,INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
941,4551,YES,"6,017.874",0,65,0,15,"$5,013",No,"$107,287",Yes,z_F,z_High School,Student,32,Commercial,"$8,670",1,Sports Car,no,"$5,900",1,No,8,8,Highly Urban/ Urban
942,4554,NO,0.000,0,51,0,8,"$61,569",No,"$233,243",Yes,z_F,Masters,Professional,23,Private,"$30,190",1,Pickup,no,$0,0,No,0,8,Highly Urban/ Urban
943,4555,YES,"2,533.301",0,NA,0,9,"$14,484",No,$0,z_No,z_F,<High School,Clerical,20,Private,"$2,950",10,Sports Car,yes,"$4,518",1,No,1,1,Highly Urban/ Urban
944,4564,NO,0.000,0,48,0,10,"$144,241",No,$0,z_No,z_F,PhD,Manager,43,Private,"$20,720",1,z_SUV,no,"$23,013",2,No,4,24,Highly Urban/ Urban
945,4572,YES,"2,855.686",0,48,0,12,"$49,082",No,"$202,791",Yes,z_F,Bachelors,z_Blue Collar,34,Commercial,"$24,800",4,Sports Car,no,"$42,845",2,Yes,2,12,Highly Urban/ Urban
946,4573,NO,0.000,0,50,0,12,,No,"$534,957",Yes,M,PhD,Manager,24,Commercial,"$28,540",6,Panel Truck,yes,"$9,527",2,No,2,14,Highly Urban/ Urban
947,4577,NO,0.000,0,45,0,12,"$77,337",No,$0,z_No,z_F,Bachelors,Professional,37,Private,"$26,010",9,z_SUV,no,"$6,238",2,No,3,12,Highly Urban/ Urban
948,4579,NO,0.000,0,39,3,12,"$33,043",No,"$135,257",Yes,M,z_High School,Manager,31,Commercial,"$8,700",4,Pickup,no,$0,0,No,0,1,Highly Urban/ Urban
949,4583,NO,0.000,0,54,0,11,"$191,330",No,$0,z_No,M,PhD,Lawyer,34,Private,"$3,430",13,Minivan,yes,$0,0,No,0,16,Highly Urban/ Urban
950,4584,NO,0.000,0,35,0,10,"$1,886",No,"$55,001",Yes,z_F,<High School,Home Maker,27,Private,"$12,690",1,z_SUV,no,$0,0,Yes,0,1,Highly Urban/ Urban
951,4596,NO,0.000,0,49,0,14,"$54,639",No,$0,z_No,M,<High School,Clerical,50,Private,"$6,400",12,Pickup,yes,$0,0,No,1,1,z_Highly Rural/ Rural
952,4599,NO,0.000,0,54,0,17,"$97,777",No,"$296,937",Yes,z_F,Masters,Lawyer,47,Private,"$17,260",6,Sports Car,no,"$1,540",2,No,2,9,Highly Urban/ Urban
953,4607,YES,"3,009.257",0,63,0,10,"$33,314",No,$0,z_No,z_F,Bachelors,Professional,43,Private,"$24,210",6,z_SUV,no,"$3,165",1,No,3,8,Highly Urban/ Urban
954,4609,NO,0.000,1,37,2,12,"$15,739",No,"$138,776",Yes,z_F,z_High School,Home Maker,23,Private,"$9,230",1,Sports Car,no,$0,0,No,3,6,Highly Urban/ Urban
955,4610,NO,0.000,0,55,0,13,"$149,854",No,$0,z_No,M,PhD,Manager,23,Private,"$10,250",6,Minivan,no,$0,0,No,0,13,Highly Urban/ Urban
956,4616,YES,"3,521.685",0,33,1,7,"$157,263",Yes,$0,z_No,z_F,PhD,Lawyer,60,Private,"$36,480",1,Sports Car,no,"$4,597",2,No,0,16,Highly Urban/ Urban
957,4617,NO,0.000,0,50,0,14,"$257,416",No,$0,z_No,z_F,PhD,,50,Commercial,"$31,630",4,Van,no,"$19,016",2,No,0,13,Highly Urban/ Urban
958,4633,NO,0.000,0,47,0,14,"$75,210",No,"$258,319",Yes,z_F,<High School,z_Blue Collar,35,Private,"$19,460",13,z_SUV,no,$0,0,Yes,0,1,Highly Urban/ Urban
959,4638,NO,0.000,0,57,0,11,"$4,204",No,$0,Yes,M,z_High School,Student,32,Commercial,"$22,950",4,Panel Truck,yes,$0,0,No,0,1,Highly Urban/ Urban
960,4641,NO,0.000,0,57,0,8,"$145,655",No,$0,z_No,M,Masters,Professional,25,Commercial,"$21,770",6,Van,no,$0,0,No,2,21,z_Highly Rural/ Rural
961,4653,YES,"2,046.205",0,35,1,0,$0,No,"$60,714",Yes,z_F,<High School,Home Maker,58,Private,"$13,820",4,Sports Car,no,"$4,896",1,No,1,7,Highly Urban/ Urban
962,4655,NO,0.000,0,33,2,14,"$5,063",No,"$118,608",Yes,M,Bachelors,Home Maker,28,Commercial,"$32,370",1,Panel Truck,yes,"$6,902",3,No,0,11,Highly Urban/ Urban
963,4659,NO,0.000,0,33,1,12,"$40,990",No,"$151,286",Yes,z_F,z_High School,z_Blue Collar,22,Commercial,"$8,900",4,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
964,4669,NO,0.000,0,41,0,7,"$36,978",No,"$145,526",Yes,M,z_High School,Clerical,62,Commercial,"$9,300",1,Pickup,yes,$0,0,No,0,7,z_Highly Rural/ Rural
965,4678,NO,0.000,1,42,2,10,"$38,519",No,"$194,372",Yes,M,z_High School,z_Blue Collar,32,Commercial,"$9,650",4,Minivan,yes,$0,0,No,3,NA,z_Highly Rural/ Rural
966,4685,YES,"2,926.719",0,46,0,13,"$41,944",No,"$100,318",z_No,M,z_High School,Clerical,47,Commercial,"$18,340",9,Van,no,"$6,018",3,No,3,10,Highly Urban/ Urban
967,4686,NO,0.000,0,30,3,14,"$49,450",Yes,"$225,886",z_No,z_F,Bachelors,Clerical,99,Private,"$9,440",6,Sports Car,no,"$1,769",3,No,3,10,z_Highly Rural/ Rural
968,4691,NO,0.000,0,54,0,11,"$16,739",No,"$119,730",Yes,M,<High School,Clerical,26,Private,"$16,890",11,Van,no,"$4,326",3,No,3,1,Highly Urban/ Urban
969,4695,NO,0.000,0,48,0,13,"$34,071",No,$0,z_No,M,z_High School,Manager,61,Private,"$18,690",9,Minivan,no,"$42,226",2,No,0,9,Highly Urban/ Urban
970,4698,NO,0.000,2,44,2,10,,No,"$160,877",Yes,z_F,z_High School,Professional,54,Private,"$4,970",1,z_SUV,no,"$36,179",2,No,4,1,z_Highly Rural/ Rural
971,4700,NO,0.000,0,30,1,11,"$17,619",No,"$86,310",Yes,z_F,<High School,Clerical,18,Private,"$16,890",1,Sports Car,no,$0,0,Yes,5,6,Highly Urban/ Urban
972,4711,NO,0.000,0,53,0,12,,No,$0,z_No,M,PhD,Doctor,78,Private,"$36,890",4,Minivan,yes,$0,0,No,0,22,Highly Urban/ Urban
973,4722,NO,0.000,0,43,0,12,"$50,336",No,"$210,941",Yes,z_F,Bachelors,z_Blue Collar,48,Commercial,"$10,830",13,z_SUV,no,$0,0,No,3,6,z_Highly Rural/ Rural
974,4727,NO,0.000,0,34,1,15,"$44,653",No,$0,Yes,z_F,z_High School,Student,16,Commercial,"$9,370",6,Sports Car,no,"$4,482",1,No,0,5,Highly Urban/ Urban
975,4756,NO,0.000,0,34,0,12,"$43,821",No,"$205,035",Yes,M,<High School,z_Blue Collar,27,Private,"$9,280",6,Minivan,no,$0,0,No,0,5,z_Highly Rural/ Rural
976,4762,NO,0.000,0,46,0,12,"$23,801",No,"$118,402",Yes,M,Bachelors,Professional,49,Private,"$3,880",10,Minivan,yes,"$19,005",3,Yes,2,12,Highly Urban/ Urban
977,4763,NO,0.000,0,54,0,12,"$53,099",No,"$175,695",z_No,M,z_High School,Professional,57,Private,"$17,230",9,Van,no,"$12,797",3,No,0,1,Highly Urban/ Urban
978,4766,NO,0.000,0,53,0,14,"$62,731",No,"$214,682",Yes,z_F,Masters,Lawyer,20,Private,"$24,400",6,Minivan,no,"$5,755",1,No,5,19,Highly Urban/ Urban
979,4770,NO,0.000,0,30,0,11,"$100,731",No,"$296,085",z_No,M,Masters,,54,Private,"$13,910",4,Minivan,yes,$0,0,No,0,14,Highly Urban/ Urban
980,4784,NO,0.000,0,40,0,0,$0,No,$0,Yes,M,Bachelors,Student,50,Commercial,"$18,010",1,Minivan,no,$0,0,No,1,6,Highly Urban/ Urban
981,4791,NO,0.000,0,54,0,13,"$66,334",No,$0,z_No,z_F,z_High School,z_Blue Collar,43,Commercial,"$13,530",7,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
982,4795,NO,0.000,0,50,0,13,"$22,784",No,"$119,070",Yes,M,Masters,Lawyer,10,Private,"$13,000",3,Minivan,yes,$0,0,No,0,10,Highly Urban/ Urban
983,4799,YES,"2,871.190",1,36,2,12,"$91,729",Yes,"$307,043",z_No,z_F,Bachelors,Professional,26,Private,"$16,220",1,z_SUV,no,"$8,048",3,Yes,0,1,Highly Urban/ Urban
984,4802,NO,0.000,0,31,4,0,$0,Yes,$0,z_No,z_F,Bachelors,Home Maker,54,Private,"$8,880",7,z_SUV,no,$0,0,No,0,6,Highly Urban/ Urban
985,4805,YES,"5,422.412",1,39,2,12,"$117,329",Yes,$0,z_No,M,Bachelors,Professional,37,Private,"$1,910",7,Minivan,no,"$3,486",2,No,8,12,Highly Urban/ Urban
986,4814,NO,0.000,0,51,0,9,"$69,551",No,$0,z_No,M,z_High School,z_Blue Collar,60,Commercial,"$6,600",9,Pickup,yes,$0,0,No,1,1,Highly Urban/ Urban
987,4816,NO,0.000,0,49,0,12,,No,"$211,213",Yes,M,z_High School,z_Blue Collar,14,Commercial,"$11,250",1,Pickup,yes,$0,0,No,3,1,Highly Urban/ Urban
988,4817,NO,0.000,0,44,3,17,"$49,098",No,"$157,404",Yes,M,Bachelors,z_Blue Collar,33,Commercial,"$5,900",1,Pickup,yes,$0,0,No,2,13,z_Highly Rural/ Rural
989,4822,NO,0.000,2,43,2,9,"$23,382",No,"$175,078",Yes,M,z_High School,Clerical,48,Private,"$13,930",3,Minivan,yes,$0,0,No,0,11,Highly Urban/ Urban
990,4827,YES,"3,478.857",0,61,0,NA,"$56,210",No,$0,z_No,M,Masters,Lawyer,70,Private,"$17,590",1,Van,yes,"$7,076",3,No,3,15,Highly Urban/ Urban
991,4833,NO,0.000,0,50,0,12,"$60,927",No,"$219,040",Yes,M,Masters,,26,Commercial,"$36,320",1,Panel Truck,no,$0,0,No,0,19,Highly Urban/ Urban
992,4836,NO,0.000,0,66,2,10,,No,"$249,286",Yes,M,Bachelors,Professional,46,Private,"$15,100",1,Minivan,yes,$0,0,No,2,NA,z_Highly Rural/ Rural
993,4842,NO,0.000,0,37,0,9,"$29,915",No,"$124,567",z_No,z_F,Masters,Home Maker,48,Commercial,"$38,300",4,Van,no,"$50,724",1,No,0,1,Highly Urban/ Urban
994,4844,NO,0.000,0,36,0,0,$0,No,"$127,935",z_No,M,z_High School,Student,86,Commercial,"$13,420",10,Minivan,no,$0,0,No,0,10,z_Highly Rural/ Rural
995,4845,YES,"1,869.366",0,38,0,10,"$21,147",No,"$135,174",Yes,M,z_High School,z_Blue Collar,35,Commercial,"$7,410",4,Pickup,yes,$0,0,No,0,6,Highly Urban/ Urban
996,4849,NO,0.000,0,53,0,13,"$186,706",No,"$476,703",Yes,z_F,Masters,Lawyer,43,Private,"$6,800",1,z_SUV,no,$0,0,Yes,0,13,Highly Urban/ Urban
997,4850,NO,0.000,0,35,0,10,"$106,581",No,$0,z_No,z_F,Bachelors,z_Blue Collar,39,Commercial,"$30,080",1,Minivan,no,"$9,185",1,No,0,12,Highly Urban/ Urban
998,4860,NO,0.000,0,39,0,11,"$59,995",No,$0,z_No,M,z_High School,Clerical,38,Private,"$9,680",10,Pickup,yes,$0,0,No,0,6,z_Highly Rural/ Rural
999,4863,NO,0.000,0,48,0,11,"$40,245",No,$0,z_No,z_F,<High School,z_Blue Collar,20,Private,"$19,060",11,z_SUV,no,"$32,687",1,No,3,7,Highly Urban/ Urban
1000,4871,NO,0.000,0,24,2,10,,Yes,,z_No,z_F,z_High School,Student,37,Private,"$8,230",13,Sports Car,yes,"$1,395",1,No,6,7,z_Highly Rural/ Rural
1001,4878,NO,0.000,0,34,1,11,"$4,273",No,$0,Yes,z_F,<High School,Student,20,Private,"$5,330",6,z_SUV,no,"$2,596",2,No,0,4,Highly Urban/ Urban
1002,4881,YES,"4,703.673",3,62,3,19,"$85,081",Yes,$0,z_No,z_F,Masters,Lawyer,19,Private,"$26,420",17,Sports Car,no,"$9,810",4,No,7,18,Highly Urban/ Urban
1003,4888,NO,0.000,0,47,0,7,"$28,626",No,$0,z_No,z_F,z_High School,Clerical,57,Private,"$13,680",6,z_SUV,no,$0,0,No,4,1,Highly Urban/ Urban
1004,4900,NO,0.000,3,39,3,11,"$76,791",No,"$215,433",Yes,z_F,Masters,Professional,24,Private,"$33,050",13,z_SUV,no,"$10,265",1,No,2,20,Highly Urban/ Urban
1005,4906,YES,"3,195.417",0,38,0,7,"$33,237",No,"$139,952",Yes,z_F,z_High School,Clerical,21,Private,"$15,450",1,z_SUV,no,"$2,588",1,No,7,1,Highly Urban/ Urban
1006,4909,NO,0.000,0,55,0,16,"$138,281",No,"$375,117",Yes,M,PhD,,46,Commercial,"$24,770",4,Panel Truck,yes,$0,0,No,2,13,z_Highly Rural/ Rural
1007,4916,NO,0.000,0,51,0,15,"$51,734",No,"$233,529",Yes,M,Bachelors,Professional,45,Private,"$11,770",4,Pickup,yes,$0,0,No,0,14,Highly Urban/ Urban
1008,4918,NO,0.000,0,46,0,12,"$100,253",No,,Yes,M,Bachelors,Professional,5,Commercial,"$6,100",1,Pickup,yes,"$5,756",2,No,6,11,Highly Urban/ Urban
1009,4926,NO,0.000,0,47,1,12,"$44,452",No,"$221,536",Yes,z_F,z_High School,z_Blue Collar,51,Commercial,"$13,110",10,z_SUV,no,$0,0,No,0,6,Highly Urban/ Urban
1010,4928,NO,0.000,0,42,0,9,"$30,588",No,"$158,401",Yes,z_F,Bachelors,Manager,23,Private,"$13,470",1,z_SUV,no,$0,0,No,3,7,Highly Urban/ Urban
1011,4941,NO,0.000,0,32,2,0,$0,Yes,$0,z_No,z_F,z_High School,Home Maker,28,Private,"$15,300",1,Minivan,no,$0,0,No,0,8,Highly Urban/ Urban
1012,4946,NO,0.000,0,51,0,14,"$90,800",No,"$282,708",z_No,z_F,PhD,Doctor,54,Private,"$40,610",6,z_SUV,no,$0,0,No,2,17,Highly Urban/ Urban
1013,4949,NO,0.000,0,39,0,13,"$25,150",No,"$128,293",Yes,M,PhD,Lawyer,54,Private,"$14,120",9,Minivan,yes,$0,0,No,1,14,Highly Urban/ Urban
1014,4956,NO,0.000,0,46,0,6,"$57,625",No,,Yes,M,z_High School,Manager,16,Private,"$14,940",6,Minivan,yes,$0,0,No,0,8,Highly Urban/ Urban
1015,4966,NO,0.000,0,50,0,7,"$18,357",No,"$133,243",Yes,z_F,PhD,Doctor,25,Private,"$22,670",1,Minivan,no,$0,0,No,0,12,Highly Urban/ Urban
1016,4969,NO,0.000,0,46,0,12,"$11,363",No,"$104,389",Yes,z_F,<High School,Clerical,26,Private,"$7,240",10,z_SUV,no,"$26,181",1,Yes,2,5,Highly Urban/ Urban
1017,4973,NO,0.000,0,47,0,13,"$102,051",No,"$289,648",Yes,M,Masters,Lawyer,30,Private,"$21,770",10,Van,no,$0,0,Yes,0,13,Highly Urban/ Urban
1018,4978,YES,"3,052.828",0,62,0,12,"$33,713",No,"$171,810",Yes,z_F,Bachelors,z_Blue Collar,26,Commercial,"$7,700",6,Sports Car,no,"$2,791",3,No,1,15,Highly Urban/ Urban
1019,4982,NO,0.000,0,29,1,11,"$87,862",No,"$226,766",Yes,z_F,Bachelors,Professional,19,Private,"$5,470",6,z_SUV,no,"$30,300",1,Yes,4,9,Highly Urban/ Urban
1020,4985,NO,0.000,0,51,0,14,"$74,576",No,"$222,274",Yes,M,Bachelors,Manager,32,Private,"$14,610",11,Minivan,yes,$0,0,No,3,14,Highly Urban/ Urban
1021,4991,NO,0.000,0,48,0,11,"$77,833",No,$0,z_No,M,Masters,,5,Commercial,"$27,780",10,Panel Truck,yes,$0,0,No,1,16,Highly Urban/ Urban
1022,4998,NO,0.000,0,45,0,11,"$93,480",No,$0,z_No,z_F,z_High School,z_Blue Collar,13,Commercial,"$15,350",1,Minivan,no,$0,0,No,0,NA,z_Highly Rural/ Rural
1023,5000,YES,"3,119.133",0,50,0,15,"$53,924",No,"$203,155",Yes,M,z_High School,z_Blue Collar,37,Commercial,"$25,320",1,Panel Truck,yes,"$5,546",2,No,6,1,Highly Urban/ Urban
1024,5004,NO,0.000,0,48,0,11,"$67,275",No,$0,z_No,M,Bachelors,z_Blue Collar,40,Commercial,"$13,030",1,Minivan,yes,$0,0,No,3,11,Highly Urban/ Urban
1025,5005,YES,"4,532.372",0,25,1,8,"$66,390",Yes,$0,z_No,z_F,Bachelors,z_Blue Collar,41,Commercial,"$22,740",9,z_SUV,no,"$7,019",2,No,1,10,Highly Urban/ Urban
1026,5011,YES,"2,646.891",0,27,3,13,"$35,851",No,"$147,018",Yes,z_F,z_High School,z_Blue Collar,47,Commercial,"$4,200",1,Sports Car,no,$0,0,No,4,1,Highly Urban/ Urban
1027,5016,YES,"2,045.511",0,35,0,10,"$64,530",No,$0,z_No,z_F,Masters,Lawyer,50,Private,"$5,000",1,Sports Car,no,"$5,202",1,No,0,13,Highly Urban/ Urban
1028,5018,NO,0.000,0,45,1,13,"$71,512",No,"$224,539",Yes,z_F,Bachelors,Professional,26,Private,"$30,270",1,Minivan,no,$0,0,No,0,NA,Highly Urban/ Urban
1029,5034,NO,0.000,0,38,0,15,,No,"$166,861",Yes,z_F,<High School,z_Blue Collar,5,Private,"$6,940",8,Sports Car,no,$0,0,No,3,8,Highly Urban/ Urban
1030,5038,NO,0.000,0,39,2,12,"$75,701",Yes,$0,z_No,M,Masters,Lawyer,18,Private,"$1,500",6,Minivan,no,$0,0,No,0,14,z_Highly Rural/ Rural
1031,5042,NO,0.000,0,30,2,NA,"$23,022",Yes,$0,z_No,M,<High School,Clerical,44,Private,"$4,500",7,Minivan,no,$0,0,No,2,1,z_Highly Rural/ Rural
1032,5046,NO,0.000,1,40,1,14,"$76,634",No,"$241,975",Yes,M,z_High School,z_Blue Collar,32,Commercial,"$6,040",8,Pickup,yes,$0,0,No,0,1,z_Highly Rural/ Rural
1033,5051,NO,0.000,0,45,2,10,"$22,683",Yes,$0,z_No,z_F,Bachelors,Clerical,5,Private,"$16,510",1,Minivan,no,$0,0,No,1,10,Highly Urban/ Urban
1034,5054,NO,0.000,0,57,0,12,"$129,402",No,"$365,111",Yes,z_F,PhD,Manager,9,Commercial,"$23,950",6,Pickup,no,"$12,714",2,Yes,0,9,Highly Urban/ Urban
1035,5057,YES,"1,937.884",2,64,3,NA,"$83,585",No,"$252,164",Yes,z_F,PhD,Manager,39,Private,"$14,040",4,z_SUV,no,$925,1,No,4,16,Highly Urban/ Urban
1036,5062,NO,0.000,0,31,1,13,"$90,693",No,"$257,011",Yes,z_F,Bachelors,z_Blue Collar,59,Commercial,"$4,600",7,z_SUV,no,$0,0,No,1,NA,z_Highly Rural/ Rural
1037,5063,NO,0.000,0,51,0,11,"$126,442",No,$0,z_No,M,Masters,,41,Commercial,"$7,820",7,Pickup,yes,$0,0,No,0,11,z_Highly Rural/ Rural
1038,5065,NO,0.000,0,60,0,15,"$15,261",No,"$130,773",Yes,M,<High School,Clerical,56,Commercial,"$9,030",1,Pickup,yes,$0,0,No,0,1,z_Highly Rural/ Rural
1039,5066,NO,0.000,0,47,0,13,"$108,225",No,"$330,943",Yes,M,PhD,Doctor,55,Private,"$21,610",1,Van,yes,$0,0,No,3,10,Highly Urban/ Urban
1040,5076,NO,0.000,0,40,0,8,"$118,527",No,"$323,324",z_No,M,Masters,,48,Commercial,"$22,750",6,Panel Truck,no,$0,0,No,0,13,Highly Urban/ Urban
1041,5089,NO,0.000,0,42,0,8,"$5,824",No,"$86,232",Yes,z_F,<High School,Home Maker,37,Private,"$9,700",10,z_SUV,no,$0,0,No,1,6,Highly Urban/ Urban
1042,5092,YES,"2,860.030",1,42,2,14,"$251,883",Yes,"$603,984",z_No,z_F,PhD,Doctor,31,Private,"$5,700",3,z_SUV,no,"$33,808",1,Yes,4,NA,Highly Urban/ Urban
1043,5093,NO,0.000,0,30,2,0,$0,No,$0,Yes,z_F,<High School,Student,21,Private,"$5,430",3,z_SUV,no,$0,0,Yes,0,5,Highly Urban/ Urban
1044,5094,NO,0.000,0,45,3,14,"$14,554",No,$0,Yes,z_F,z_High School,Student,31,Private,"$16,580",4,z_SUV,no,$0,0,No,0,8,z_Highly Rural/ Rural
1045,5098,YES,"2,821.562",0,30,1,0,$0,Yes,"$76,283",z_No,z_F,Bachelors,Home Maker,35,Private,"$4,500",6,Sports Car,no,"$35,477",4,Yes,1,1,Highly Urban/ Urban
1046,5102,NO,0.000,0,39,0,NA,"$26,199",No,"$88,066",Yes,z_F,z_High School,z_Blue Collar,51,Commercial,"$14,440",1,Minivan,no,$0,0,No,0,8,z_Highly Rural/ Rural
1047,5112,NO,0.000,0,46,0,14,"$112,213",No,$0,z_No,M,Masters,,5,Commercial,"$33,610",3,Panel Truck,no,"$10,788",3,No,4,15,Highly Urban/ Urban
1048,5117,NO,0.000,0,47,0,9,"$62,216",No,"$242,564",Yes,M,z_High School,Professional,42,Commercial,"$24,480",3,Panel Truck,no,"$3,884",2,No,3,1,Highly Urban/ Urban
1049,5127,YES,"1,854.459",0,35,0,0,$0,No,$0,Yes,M,Bachelors,Student,30,Commercial,"$5,000",1,Pickup,no,$0,0,No,3,10,Highly Urban/ Urban
1050,5130,NO,0.000,0,59,0,10,,No,"$412,573",Yes,M,Masters,,38,Commercial,"$23,100",4,Panel Truck,yes,"$7,095",3,No,4,15,Highly Urban/ Urban
1051,5131,NO,0.000,0,56,0,15,"$25,632",No,$0,z_No,z_F,Bachelors,Home Maker,32,Private,"$7,320",3,z_SUV,no,"$8,498",2,No,4,8,Highly Urban/ Urban
1052,5132,YES,"2,820.860",0,51,0,7,"$47,204",No,$0,z_No,M,Masters,,47,Commercial,"$17,750",1,Van,no,"$8,303",2,No,0,15,Highly Urban/ Urban
1053,5135,YES,"3,335.639",0,43,2,0,$0,No,$0,Yes,z_F,z_High School,Student,61,Commercial,"$5,800",4,Minivan,no,"$6,935",4,No,5,1,Highly Urban/ Urban
1054,5136,NO,0.000,0,57,0,0,$0,No,"$114,890",Yes,M,Bachelors,Home Maker,43,Private,"$7,200",6,Pickup,yes,$0,0,No,0,17,z_Highly Rural/ Rural
1055,5147,YES,"4,082.984",0,25,3,15,"$75,385",No,"$254,055",Yes,M,Bachelors,z_Blue Collar,19,Commercial,"$17,750",1,Van,yes,"$4,640",3,No,4,8,Highly Urban/ Urban
1056,5157,NO,0.000,0,49,0,10,"$73,251",No,$0,z_No,M,z_High School,z_Blue Collar,48,Commercial,"$15,480",1,Minivan,yes,$0,0,No,1,8,z_Highly Rural/ Rural
1057,5160,NO,0.000,0,45,2,15,"$20,653",No,"$140,294",Yes,z_F,<High School,Clerical,24,Private,"$20,380",6,z_SUV,no,$572,3,No,0,6,Highly Urban/ Urban
1058,5165,NO,0.000,0,59,0,11,"$25,833",No,$0,z_No,M,Bachelors,Professional,13,Private,"$9,980",1,Minivan,yes,$0,0,No,0,11,z_Highly Rural/ Rural
1059,5166,NO,0.000,1,39,2,11,"$41,869",No,"$165,820",Yes,z_F,z_High School,z_Blue Collar,6,Commercial,"$12,550",1,z_SUV,no,"$32,747",4,No,0,8,Highly Urban/ Urban
1060,5172,YES,"3,437.923",0,34,2,9,"$33,538",Yes,$0,z_No,M,<High School,z_Blue Collar,29,Private,"$8,250",4,Minivan,yes,"$38,845",2,Yes,2,1,Highly Urban/ Urban
1061,5173,NO,0.000,0,45,0,8,"$35,316",No,"$194,782",Yes,z_F,<High School,z_Blue Collar,19,Private,"$11,280",4,z_SUV,no,$0,0,No,1,7,Highly Urban/ Urban
1062,5179,YES,"3,523.006",1,36,2,12,"$82,780",No,,Yes,M,z_High School,z_Blue Collar,24,Commercial,"$1,500",6,Minivan,no,"$5,999",2,Yes,6,5,Highly Urban/ Urban
1063,5184,YES,"2,947.166",0,39,2,10,"$30,618",No,"$157,285",Yes,M,z_High School,z_Blue Collar,44,Commercial,"$21,320",3,Van,yes,"$9,469",2,No,0,1,Highly Urban/ Urban
1064,5187,NO,0.000,1,40,3,15,,Yes,$0,z_No,z_F,Bachelors,Professional,25,Private,"$17,380",9,Minivan,no,"$4,699",1,No,6,10,z_Highly Rural/ Rural
1065,5191,NO,0.000,0,31,3,10,"$106,985",Yes,$0,z_No,z_F,Masters,Manager,8,Private,"$23,970",6,Pickup,no,$0,0,No,0,13,Highly Urban/ Urban
1066,5193,NO,0.000,0,45,2,0,$0,No,"$61,061",Yes,z_F,Bachelors,Home Maker,5,Commercial,"$35,630",4,Panel Truck,yes,$0,0,No,0,10,Highly Urban/ Urban
1067,5194,NO,0.000,0,58,0,NA,"$229,207",No,"$588,059",Yes,M,PhD,Manager,46,Commercial,"$30,220",6,Panel Truck,no,"$11,827",1,No,4,3,Highly Urban/ Urban
1068,5199,NO,0.000,0,51,0,14,"$48,680",No,"$193,602",Yes,M,z_High School,z_Blue Collar,44,Commercial,"$24,510",10,Minivan,no,"$8,007",1,No,0,1,Highly Urban/ Urban
1069,5212,NO,0.000,0,54,0,12,"$96,728",No,"$278,985",Yes,z_F,Masters,Lawyer,14,Private,"$17,410",6,Minivan,no,$0,0,No,0,19,Highly Urban/ Urban
1070,5213,YES,"1,889.328",0,47,0,16,"$33,717",No,"$145,021",Yes,M,z_High School,Clerical,45,Commercial,"$4,870",13,Pickup,yes,$0,0,Yes,0,1,Highly Urban/ Urban
1071,5224,NO,0.000,0,50,0,0,$0,No,$0,z_No,z_F,z_High School,Student,47,Private,"$6,520",1,z_SUV,no,$0,0,Yes,2,1,z_Highly Rural/ Rural
1072,5226,NO,0.000,0,52,0,14,,No,,Yes,z_F,Bachelors,Professional,18,Private,"$12,720",1,z_SUV,no,$0,0,No,0,12,Highly Urban/ Urban
1073,5239,NO,0.000,0,45,0,13,"$8,234",No,$0,Yes,M,<High School,Student,12,Commercial,"$11,270",7,Pickup,no,$0,0,No,0,NA,Highly Urban/ Urban
1074,5252,YES,"3,694.008",2,43,2,12,"$62,638",Yes,$0,z_No,z_F,Bachelors,Professional,36,Commercial,"$23,140",6,Pickup,no,"$7,148",2,No,4,11,Highly Urban/ Urban
1075,5264,NO,0.000,1,36,4,0,$0,Yes,"$84,199",z_No,z_F,z_High School,Home Maker,18,Private,"$5,480",4,Sports Car,no,$0,0,No,0,1,z_Highly Rural/ Rural
1076,5266,NO,0.000,0,44,2,13,"$38,544",No,"$186,304",Yes,z_F,z_High School,z_Blue Collar,25,Private,"$17,120",10,z_SUV,no,$0,0,No,0,NA,z_Highly Rural/ Rural
1077,5271,NO,0.000,0,55,0,16,"$71,012",No,$0,z_No,z_F,Masters,Home Maker,43,Private,"$18,540",16,Sports Car,no,$0,0,No,1,11,z_Highly Rural/ Rural
1078,5273,NO,0.000,0,35,2,7,"$25,273",No,"$131,584",Yes,z_F,z_High School,Clerical,19,Private,"$6,740",4,Sports Car,no,$0,0,No,0,1,z_Highly Rural/ Rural
1079,5276,YES,"1,913.210",0,43,0,12,"$46,915",No,$0,z_No,M,z_High School,Clerical,52,Private,"$11,310",1,Pickup,no,$0,0,Yes,1,1,Highly Urban/ Urban
1080,5278,NO,0.000,0,59,0,12,"$71,690",No,"$228,322",Yes,M,Masters,Manager,29,Private,"$22,490",6,Van,yes,$0,0,No,0,22,Highly Urban/ Urban
1081,5281,NO,0.000,0,49,0,6,"$11,069",No,$0,z_No,z_F,<High School,Student,60,Private,"$19,520",4,z_SUV,no,"$5,954",3,No,5,3,Highly Urban/ Urban
